"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 28 22:47:07 GMT 2024","Thu Nov 28 22:47:11 GMT 2024","4792","Google Chrome","unilab/UI/mobile/headerMobile.spec.ts","","","","Работа переключателя темной/светлой версии в бургер-меню в мобильной версии",""
"passed","Thu Nov 28 22:45:00 GMT 2024","Thu Nov 28 22:45:04 GMT 2024","3698","Google Chrome","unilab/UI/desktop/header.spec.ts","","","","Поиск города",""
"passed","Thu Nov 28 22:41:50 GMT 2024","Thu Nov 28 22:41:54 GMT 2024","4051","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Анимация изменения ширины поля ввода поиска при фокусе в мобильной версии",""
"passed","Thu Nov 28 22:44:52 GMT 2024","Thu Nov 28 22:44:56 GMT 2024","3644","Google Chrome","unilab/UI/desktop/header.spec.ts","","","","Отображение меню выбора города",""
"passed","Thu Nov 28 22:45:15 GMT 2024","Thu Nov 28 22:45:19 GMT 2024","3847","Google Chrome","unilab/UI/desktop/header.spec.ts","","","","смена размера шрифта для слабовидящих",""
"passed","Thu Nov 28 22:40:18 GMT 2024","Thu Nov 28 22:40:22 GMT 2024","4029","chromium","unilab/UI/desktop/home.spec.ts","","","","загрузка изображение слайдов",""
"passed","Thu Nov 28 22:46:52 GMT 2024","Thu Nov 28 22:46:59 GMT 2024","7291","Google Chrome","unilab/UI/mobile/footerMobile.spec.ts","","","","Работа аккордеона в футтере в мобильной версии",""
"passed","Thu Nov 28 22:45:54 GMT 2024","Thu Nov 28 22:45:58 GMT 2024","3654","Google Chrome","unilab/UI/desktop/home.spec.ts","","","","кнопки переключение слайдов на главной странице",""
"passed","Thu Nov 28 22:46:37 GMT 2024","Thu Nov 28 22:46:45 GMT 2024","7786","Google Chrome","unilab/UI/desktop/search.spec.ts","","","","Работа кнопки 'в корзину' на странице  результата поиска",""
"passed","Thu Nov 28 22:45:38 GMT 2024","Thu Nov 28 22:45:41 GMT 2024","3739","Google Chrome","unilab/UI/desktop/header.spec.ts","","","","Сокрытие попапа результата поиска при клике во вне попапа",""
"passed","Thu Nov 28 22:38:18 GMT 2024","Thu Nov 28 22:38:25 GMT 2024","6510","chromium","unilab/UI/desktop/cart.spec.ts","","","","Кнопка очистить корзину",""
"passed","Thu Nov 28 22:45:19 GMT 2024","Thu Nov 28 22:45:22 GMT 2024","3805","Google Chrome","unilab/UI/desktop/header.spec.ts","","","","смена цветовой схемы для слабовидящих",""
"passed","Thu Nov 28 22:41:33 GMT 2024","Thu Nov 28 22:41:38 GMT 2024","4559","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Работа переключателя темной/светлой версии в бургер-меню в мобильной версии",""
"passed","Thu Nov 28 22:38:05 GMT 2024","Thu Nov 28 22:38:12 GMT 2024","6807","chromium","unilab/UI/desktop/cart.spec.ts","","","","Удалить услугу в корзине",""
"skipped","Thu Nov 28 22:40:38 GMT 2024","Thu Nov 28 22:40:38 GMT 2024","0","chromium","unilab/UI/desktop/onlineRecord.spec.ts","","","","success online record",""
"passed","Thu Nov 28 22:38:48 GMT 2024","Thu Nov 28 22:38:53 GMT 2024","4312","chromium","unilab/UI/desktop/feedback.spec.ts","","","","Подсчет количества введенных символов в поле ввода текста оставить отзыв",""
"passed","Thu Nov 28 22:44:39 GMT 2024","Thu Nov 28 22:44:43 GMT 2024","3897","Google Chrome","unilab/UI/desktop/header.spec.ts","","","","Изменение шапки при скролле",""
"passed","Thu Nov 28 22:47:59 GMT 2024","Thu Nov 28 22:48:04 GMT 2024","4754","Google Chrome","unilab/UI/mobile/headerMobile.spec.ts","","","","Отсутствие результата поиска города",""
"passed","Thu Nov 28 22:41:04 GMT 2024","Thu Nov 28 22:41:11 GMT 2024","7514","chromium","unilab/UI/desktop/search.spec.ts","","","","Работа кнопки 'в корзину' на странице  результата поиска",""
"passed","Thu Nov 28 22:39:46 GMT 2024","Thu Nov 28 22:39:50 GMT 2024","3765","chromium","unilab/UI/desktop/header.spec.ts","","","","смена цветовой схемы для слабовидящих",""
"passed","Thu Nov 28 22:43:06 GMT 2024","Thu Nov 28 22:43:13 GMT 2024","7041","Google Chrome","unilab/UI/desktop/cart.spec.ts","","","","Удалить услугу в корзине",""
"passed","Thu Nov 28 22:47:03 GMT 2024","Thu Nov 28 22:47:07 GMT 2024","3691","Google Chrome","unilab/UI/mobile/headerMobile.spec.ts","","","","Закрытие бургер-меню в мобильной версии",""
"passed","Thu Nov 28 22:41:59 GMT 2024","Thu Nov 28 22:42:04 GMT 2024","5354","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Выбор города в мобильной версии",""
"passed","Thu Nov 28 22:48:04 GMT 2024","Thu Nov 28 22:48:09 GMT 2024","5546","Google Chrome","unilab/UI/mobile/headerMobile.spec.ts","","","","Отображение попапа результатов поиска при количестве введенных символов больше двух",""
"skipped","Thu Nov 28 22:40:18 GMT 2024","Thu Nov 28 22:40:18 GMT 2024","0","chromium","unilab/UI/desktop/home.spec.ts","","","","Кнопка “вернуться наверх страницы” появляющаяся при скролле на десктопной версии",""
"passed","Thu Nov 28 22:44:35 GMT 2024","Thu Nov 28 22:44:39 GMT 2024","4481","Google Chrome","unilab/UI/desktop/feedback.spec.ts","","","","Удалить номер телефона на странице 'оставить отзыв'",""
"passed","Thu Nov 28 22:45:34 GMT 2024","Thu Nov 28 22:45:38 GMT 2024","3996","Google Chrome","unilab/UI/desktop/header.spec.ts","","","","сокрытие попапа при количестве введенных символов меньше трех",""
"passed","Thu Nov 28 22:45:47 GMT 2024","Thu Nov 28 22:45:50 GMT 2024","3631","Google Chrome","unilab/UI/desktop/home.spec.ts","","","","Отображение попапа согласия на использование кук при не установленных куках",""
"passed","Thu Nov 28 22:39:03 GMT 2024","Thu Nov 28 22:39:08 GMT 2024","4519","chromium","unilab/UI/desktop/feedback.spec.ts","","","","Удалить номер телефона на странице 'оставить отзыв'",""
"passed","Thu Nov 28 22:45:11 GMT 2024","Thu Nov 28 22:45:15 GMT 2024","3691","Google Chrome","unilab/UI/desktop/header.spec.ts","","","","Отображение меню Для слабовидящих для десктопной версии",""
"passed","Thu Nov 28 22:41:55 GMT 2024","Thu Nov 28 22:41:59 GMT 2024","4527","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Отображение меню выбора города в мобильной версии",""
"passed","Thu Nov 28 22:40:53 GMT 2024","Thu Nov 28 22:40:58 GMT 2024","4624","chromium","unilab/UI/desktop/questionDoctor.spec.ts","","","","Подсчет количества введенных символов в поле ввода текста вопросу доктору",""
"passed","Thu Nov 28 22:46:59 GMT 2024","Thu Nov 28 22:47:03 GMT 2024","3481","Google Chrome","unilab/UI/mobile/headerMobile.spec.ts","","","","Открытие бургер-меню в мобильной версии",""
"passed","Thu Nov 28 22:45:58 GMT 2024","Thu Nov 28 22:46:02 GMT 2024","3711","Google Chrome","unilab/UI/desktop/home.spec.ts","","","","Проверка точек слайдов на главной странице",""
"passed","Thu Nov 28 22:45:04 GMT 2024","Thu Nov 28 22:45:07 GMT 2024","3641","Google Chrome","unilab/UI/desktop/header.spec.ts","","","","Отсутствие результата поиска города",""
"passed","Thu Nov 28 22:45:28 GMT 2024","Thu Nov 28 22:45:34 GMT 2024","5576","Google Chrome","unilab/UI/desktop/header.spec.ts","","","","негативное Отображение попапа результатов поиска",""
"passed","Thu Nov 28 22:38:25 GMT 2024","Thu Nov 28 22:38:31 GMT 2024","6166","chromium","unilab/UI/desktop/collection.spec.ts","","","","Работа кнопки 'в корзину' на странице 'анализы' в списке",""
"passed","Thu Nov 28 22:41:26 GMT 2024","Thu Nov 28 22:41:30 GMT 2024","3865","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Открытие бургер-меню в мобильной версии",""
"passed","Thu Nov 28 22:37:51 GMT 2024","Thu Nov 28 22:37:58 GMT 2024","6935","chromium","unilab/UI/desktop/addresses.spec.ts","","","","поле ввода даты формы на странице отзыва о филиале",""
"passed","Thu Nov 28 22:46:11 GMT 2024","Thu Nov 28 22:46:16 GMT 2024","5644","Google Chrome","unilab/UI/desktop/product.spec.ts","","","","Работа кнопки 'в корзину' внутри карточки услуги",""
"passed","Thu Nov 28 22:39:28 GMT 2024","Thu Nov 28 22:39:32 GMT 2024","3781","chromium","unilab/UI/desktop/header.spec.ts","","","","Поиск города",""
"passed","Thu Nov 28 22:44:08 GMT 2024","Thu Nov 28 22:44:13 GMT 2024","5430","Google Chrome","unilab/UI/desktop/collection.spec.ts","","","","Переключение табов на странице анализов",""
"passed","Thu Nov 28 22:38:31 GMT 2024","Thu Nov 28 22:38:37 GMT 2024","5845","chromium","unilab/UI/desktop/collection.spec.ts","","","","Работа кнопки 'в корзину' на странице 'мед услуги' в списке",""
"passed","Thu Nov 28 22:39:11 GMT 2024","Thu Nov 28 22:39:15 GMT 2024","3782","chromium","unilab/UI/desktop/header.spec.ts","","","","Скрытие попапа при клике на оверлей",""
"passed","Thu Nov 28 22:42:37 GMT 2024","Thu Nov 28 22:42:43 GMT 2024","6111","Google Chrome","unilab/UI/desktop/addresses.spec.ts","","","","поле ввода даты формы на странице отзыва о филиале",""
"skipped","Thu Nov 28 22:46:11 GMT 2024","Thu Nov 28 22:46:11 GMT 2024","0","Google Chrome","unilab/UI/desktop/onlineRecord.spec.ts","","","","success online record",""
"passed","Thu Nov 28 22:45:41 GMT 2024","Thu Nov 28 22:45:47 GMT 2024","5385","Google Chrome","unilab/UI/desktop/header.spec.ts","","","","Переход на страницу результата поиска при нажатии клавиши Enter",""
"passed","Thu Nov 28 22:41:38 GMT 2024","Thu Nov 28 22:41:41 GMT 2024","3434","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Отсутствие скролла страници при открытом бургер-меню в мобильной версии",""
"passed","Thu Nov 28 22:44:02 GMT 2024","Thu Nov 28 22:44:08 GMT 2024","5919","Google Chrome","unilab/UI/desktop/collection.spec.ts","","","","Работа кнопки 'в корзину' на странице 'мед услуги' в списке",""
"passed","Thu Nov 28 22:42:43 GMT 2024","Thu Nov 28 22:42:50 GMT 2024","6563","Google Chrome","unilab/UI/desktop/addresses.spec.ts","","","","Работа фильтра на странице адресов",""
"passed","Thu Nov 28 22:41:30 GMT 2024","Thu Nov 28 22:41:33 GMT 2024","3622","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Закрытие бургер-меню в мобильной версии",""
"passed","Thu Nov 28 22:40:33 GMT 2024","Thu Nov 28 22:40:38 GMT 2024","4773","chromium","unilab/UI/desktop/home.spec.ts","","","","Отображение всплывающего окна подписаться на новости и акции",""
"passed","Thu Nov 28 22:40:43 GMT 2024","Thu Nov 28 22:40:48 GMT 2024","5010","chromium","unilab/UI/desktop/product.spec.ts","","","","Переключение табов на странице карточки мед. услуги",""
"passed","Thu Nov 28 22:46:27 GMT 2024","Thu Nov 28 22:46:32 GMT 2024","4760","Google Chrome","unilab/UI/desktop/questionDoctor.spec.ts","","","","Подсчет количества введенных символов в поле ввода текста вопросу доктору",""
"passed","Thu Nov 28 22:47:54 GMT 2024","Thu Nov 28 22:47:59 GMT 2024","4702","Google Chrome","unilab/UI/mobile/headerMobile.spec.ts","","","","Поиск города в мобильной версии",""
"passed","Thu Nov 28 22:46:06 GMT 2024","Thu Nov 28 22:46:11 GMT 2024","5031","Google Chrome","unilab/UI/desktop/home.spec.ts","","","","Отображение всплывающего окна подписаться на новости и акции",""
"passed","Thu Nov 28 22:38:53 GMT 2024","Thu Nov 28 22:38:58 GMT 2024","5082","chromium","unilab/UI/desktop/feedback.spec.ts","","","","отображение подсказки поля ввода номера заказа оставить отзыв",""
"passed","Thu Nov 28 22:45:22 GMT 2024","Thu Nov 28 22:45:28 GMT 2024","5734","Google Chrome","unilab/UI/desktop/header.spec.ts","","","","Отображение попапа результатов поиска при количестве введенных символов больше двух",""
"passed","Thu Nov 28 22:48:21 GMT 2024","Thu Nov 28 22:48:27 GMT 2024","6300","Google Chrome","unilab/UI/mobile/productMobile.spec.ts","","","","Переключение табов при выборе результата в селектах на странице анализов",""
"passed","Thu Nov 28 22:42:30 GMT 2024","Thu Nov 28 22:42:36 GMT 2024","6212","chromium","unilab/UI/mobile/productMobile.spec.ts","","","","Переключение табов при выборе результата в селектах на странице анализов",""
"passed","Thu Nov 28 22:37:58 GMT 2024","Thu Nov 28 22:38:05 GMT 2024","6518","chromium","unilab/UI/desktop/addresses.spec.ts","","","","Работа фильтра на странице адресов",""
"passed","Thu Nov 28 22:46:02 GMT 2024","Thu Nov 28 22:46:06 GMT 2024","4058","Google Chrome","unilab/UI/desktop/home.spec.ts","","","","Переключение табов на главной странице сайта",""
"passed","Thu Nov 28 22:38:58 GMT 2024","Thu Nov 28 22:39:03 GMT 2024","5174","chromium","unilab/UI/desktop/feedback.spec.ts","","","","Маска ввода номера телефона на странице 'оставить отзыв'",""
"passed","Thu Nov 28 22:40:01 GMT 2024","Thu Nov 28 22:40:05 GMT 2024","3705","chromium","unilab/UI/desktop/header.spec.ts","","","","сокрытие попапа при количестве введенных символов меньше трех",""
"passed","Thu Nov 28 22:40:14 GMT 2024","Thu Nov 28 22:40:18 GMT 2024","3568","chromium","unilab/UI/desktop/home.spec.ts","","","","Отображение попапа согласия на использование кук при не установленных куках",""
"passed","Thu Nov 28 22:41:11 GMT 2024","Thu Nov 28 22:41:18 GMT 2024","6608","chromium","unilab/UI/desktop/search.spec.ts","","","","Загрузка дополнительных результатов поиска на странице поиска",""
"passed","Thu Nov 28 22:42:14 GMT 2024","Thu Nov 28 22:42:19 GMT 2024","5661","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Отображение попапа результатов поиска при количестве введенных символов больше двух",""
"passed","Thu Nov 28 22:40:48 GMT 2024","Thu Nov 28 22:40:53 GMT 2024","5329","chromium","unilab/UI/desktop/product.spec.ts","","","","Переключение табов на странице карточки анализы",""
"passed","Thu Nov 28 22:39:39 GMT 2024","Thu Nov 28 22:39:42 GMT 2024","3634","chromium","unilab/UI/desktop/header.spec.ts","","","","Отображение меню Для слабовидящих для десктопной версии",""
"passed","Thu Nov 28 22:40:09 GMT 2024","Thu Nov 28 22:40:14 GMT 2024","5262","chromium","unilab/UI/desktop/header.spec.ts","","","","Переход на страницу результата поиска при нажатии клавиши Enter",""
"passed","Thu Nov 28 22:38:37 GMT 2024","Thu Nov 28 22:38:42 GMT 2024","5224","chromium","unilab/UI/desktop/collection.spec.ts","","","","Переключение табов на странице анализов",""
"passed","Thu Nov 28 22:44:56 GMT 2024","Thu Nov 28 22:45:00 GMT 2024","4267","Google Chrome","unilab/UI/desktop/header.spec.ts","","","","Выбор города",""
"passed","Thu Nov 28 22:46:45 GMT 2024","Thu Nov 28 22:46:51 GMT 2024","6473","Google Chrome","unilab/UI/desktop/search.spec.ts","","","","Загрузка дополнительных результатов поиска на странице поиска",""
"passed","Thu Nov 28 22:45:50 GMT 2024","Thu Nov 28 22:45:54 GMT 2024","3861","Google Chrome","unilab/UI/desktop/home.spec.ts","","","","загрузка изображение слайдов",""
"passed","Thu Nov 28 22:40:58 GMT 2024","Thu Nov 28 22:41:04 GMT 2024","5669","chromium","unilab/UI/desktop/questionDoctor.spec.ts","","","","отображение подсказки поля ввода номера заказа вопрос доктору",""
"passed","Thu Nov 28 22:39:08 GMT 2024","Thu Nov 28 22:39:11 GMT 2024","3584","chromium","unilab/UI/desktop/header.spec.ts","","","","Изменение шапки при скролле",""
"passed","Thu Nov 28 22:44:30 GMT 2024","Thu Nov 28 22:44:35 GMT 2024","5153","Google Chrome","unilab/UI/desktop/feedback.spec.ts","","","","Маска ввода номера телефона на странице 'оставить отзыв'",""
"passed","Thu Nov 28 22:43:25 GMT 2024","Thu Nov 28 22:43:32 GMT 2024","7175","Google Chrome","unilab/UI/desktop/cart.spec.ts","","","","Удалить мед. услугу в корзине",""
"passed","Thu Nov 28 22:44:20 GMT 2024","Thu Nov 28 22:44:24 GMT 2024","4326","Google Chrome","unilab/UI/desktop/feedback.spec.ts","","","","Подсчет количества введенных символов в поле ввода текста оставить отзыв",""
"passed","Thu Nov 28 22:44:13 GMT 2024","Thu Nov 28 22:44:20 GMT 2024","6548","Google Chrome","unilab/UI/desktop/collection.spec.ts","","","","Переключение табов на странице мед услуг",""
"passed","Thu Nov 28 22:39:20 GMT 2024","Thu Nov 28 22:39:24 GMT 2024","3589","chromium","unilab/UI/desktop/header.spec.ts","","","","Отображение меню выбора города",""
"passed","Thu Nov 28 22:39:24 GMT 2024","Thu Nov 28 22:39:28 GMT 2024","4218","chromium","unilab/UI/desktop/header.spec.ts","","","","Выбор города",""
"passed","Thu Nov 28 22:40:05 GMT 2024","Thu Nov 28 22:40:09 GMT 2024","3677","chromium","unilab/UI/desktop/header.spec.ts","","","","Сокрытие попапа результата поиска при клике во вне попапа",""
"passed","Thu Nov 28 22:43:48 GMT 2024","Thu Nov 28 22:43:55 GMT 2024","7340","Google Chrome","unilab/UI/desktop/cart.spec.ts","","","","Кнопка очистить корзину",""
"passed","Thu Nov 28 22:39:42 GMT 2024","Thu Nov 28 22:39:46 GMT 2024","3799","chromium","unilab/UI/desktop/header.spec.ts","","","","смена размера шрифта для слабовидящих",""
"passed","Thu Nov 28 22:44:24 GMT 2024","Thu Nov 28 22:44:30 GMT 2024","5503","Google Chrome","unilab/UI/desktop/feedback.spec.ts","","","","отображение подсказки поля ввода номера заказа оставить отзыв",""
"passed","Thu Nov 28 22:40:29 GMT 2024","Thu Nov 28 22:40:33 GMT 2024","4060","chromium","unilab/UI/desktop/home.spec.ts","","","","Переключение табов на главной странице сайта",""
"passed","Thu Nov 28 22:42:24 GMT 2024","Thu Nov 28 22:42:30 GMT 2024","5794","chromium","unilab/UI/mobile/productMobile.spec.ts","","","","Переключение табов при выборе результата в селектах на странице мед услуг",""
